,text,created_at,place,hashtags,subjectivity,polarity,analysis,tokenized_tw
3745,seen on queen   the beaches  july             ,sat aug 15 05:00:42 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['seen', 'on', 'queen', 'the', 'beaches', 'july']"
3746,we are proud of mindful mcs own shyl shyl  for releasing this track hes been grinding during  times writing recording and learning how to mix music etc this one is called climb mentalhealth ,sat aug 15 00:19:45 +0000 2020,"toronto, ontario",mentalhealth,1.0,0.7,positive,"['we', 'are', 'proud', 'of', 'mindful', 'mcs', 'own', 'shyl', 'shyl', 'for', 'releasing', 'this', 'track', 'hes', 'been', 'grinding', 'during', 'times', 'writing', 'recording', 'and', 'learning', 'how', 'to', 'mix', 'music', 'etc', 'this', 'one', 'is', 'called', 'climb', 'mentalhealth']"
3747,seen on queen   the beaches  july             ,sat aug 15 05:02:01 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['seen', 'on', 'queen', 'the', 'beaches', 'july']"
3748,simple blue    danforth  july            ,thu aug 13 02:58:34 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.2285714285714286,0.0,neutral,"['simple', 'blue', 'danforth', 'july']"
3749,revisiting rc harris water treatment   east york  july          ,fri aug 14 03:48:43 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['revisiting', 'rc', 'harris', 'water', 'treatment', 'east', 'york', 'july']"
3750,homes of east york   east york  june            ,sat aug 15 09:57:37 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['homes', 'of', 'east', 'york', 'east', 'york', 'june']"
3751,the quintessential quarantine dish for hyderabadis at least tamatar ki chutney that supporting document you need to attach to any other dish like talawa gosht or sukke kawab or chicken  or even fried eggs ,wed aug 12 23:31:43 +0000 2020,"toronto, ontario",<na>,0.49374999999999997,-0.19374999999999998,negative,"['the', 'quintessential', 'quarantine', 'dish', 'for', 'hyderabadis', 'at', 'least', 'tamatar', 'ki', 'chutney', 'that', 'supporting', 'document', 'you', 'need', 'to', 'attach', 'to', 'any', 'other', 'dish', 'like', 'talawa', 'gosht', 'or', 'sukke', 'kawab', 'or', 'chicken', 'or', 'even', 'fried', 'eggs']"
3752,revisiting rc harris water treatment   east york  july          ,fri aug 14 13:56:32 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['revisiting', 'rc', 'harris', 'water', 'treatment', 'east', 'york', 'july']"
3753,much tommy dogs dismay the postman escapes again    danforth  july         ,thu aug 13 03:03:10 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.2,0.2,positive,"['much', 'tommy', 'dogs', 'dismay', 'the', 'postman', 'escapes', 'again', 'danforth', 'july']"
3754,its no secret that i love to cook and bake during these  times where all the days fold into one challenging myself in the kitchen and letting inspiration and ingredients we have on hand guide me also ,wed aug 12 23:17:47 +0000 2020,"toronto, ontario",covid,0.7666666666666666,0.39999999999999997,positive,"['its', 'no', 'secret', 'that', 'i', 'love', 'to', 'cook', 'and', 'bake', 'during', 'these', 'times', 'where', 'all', 'the', 'days', 'fold', 'into', 'one', 'challenging', 'myself', 'in', 'the', 'kitchen', 'and', 'letting', 'inspiration', 'and', 'ingredients', 'we', 'have', 'on', 'hand', 'guide', 'me', 'also']"
3755,walking around east york   east york  june            ,sat aug 15 09:48:14 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['walking', 'around', 'east', 'york', 'east', 'york', 'june']"
3756,this is one of the social distancing posters on campus now  good to see different demographics represented but not sure if the messaging works as anticipated  ryerson university ,fri aug 14 03:04:03 +0000 2020,"toronto, ontario",<na>,0.5388888888888889,0.12083333333333332,positive,"['this', 'is', 'one', 'of', 'the', 'social', 'distancing', 'posters', 'on', 'campus', 'now', 'good', 'to', 'see', 'different', 'demographics', 'represented', 'but', 'not', 'sure', 'if', 'the', 'messaging', 'works', 'as', 'anticipated', 'ryerson', 'university']"
3757,grateful thankyou otrccteam happy friday a special amp sweet treat for our otrcc team yesterday we had our first  health inspection and we had a perfect score  our team works tirelessly to keep the ,fri aug 14 16:14:51 +0000 2020,"vaughan, ontario",grateful thankyou otrccteam covid19,0.710952380952381,0.5514285714285714,positive,"['grateful', 'thankyou', 'otrccteam', 'happy', 'friday', 'a', 'special', 'amp', 'sweet', 'treat', 'for', 'our', 'otrcc', 'team', 'yesterday', 'we', 'had', 'our', 'first', 'health', 'inspection', 'and', 'we', 'had', 'a', 'perfect', 'score', 'our', 'team', 'works', 'tirelessly', 'to', 'keep', 'the']"
3758,its hard decision for all the parents  homeschool summer kids school yorkregionalforest schoolyear whattodo lifequotes lifeisgood parenting  markham  ,wed aug 12 21:57:57 +0000 2020,"markham, ontario",covid19 homeschool summer2020 kids school yorkregionalforest 2020schoolyear whattodo lifequotes lifeisgood parenting,0.5416666666666666,-0.2916666666666667,negative,"['its', 'hard', 'decision', 'for', 'all', 'the', 'parents', 'homeschool', 'summer', 'kids', 'school', 'yorkregionalforest', 'schoolyear', 'whattodo', 'lifequotes', 'lifeisgood', 'parenting', 'markham']"
3759,revisiting rc harris water treatment   east york  july          ,thu aug 13 20:54:49 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['revisiting', 'rc', 'harris', 'water', 'treatment', 'east', 'york', 'july']"
3760,revisiting rc harris water treatment   east york  july          ,fri aug 14 03:52:05 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['revisiting', 'rc', 'harris', 'water', 'treatment', 'east', 'york', 'july']"
3761,another socially distanced event tonight the new norm djindy newera pakistaniwedding bollywooddj thisishowwedoit socialdistancing nonstopfun weddingseason phasereopening ,fri aug 14 23:04:01 +0000 2020,"mississauga, ontario",djindy newera pakistaniwedding bollywooddj thisishowwedoit socialdistancing nonstopfun 2020weddingseason phase3reopening,0.2606060606060606,0.08484848484848484,positive,"['another', 'socially', 'distanced', 'event', 'tonight', 'the', 'new', 'norm', 'djindy', 'newera', 'pakistaniwedding', 'bollywooddj', 'thisishowwedoit', 'socialdistancing', 'nonstopfun', 'weddingseason', 'phasereopening']"
3762,happy friday guys  so as you get ready to unwind from a busy week i wanna asktell your pretty self a few things  i have resumed taking makeup clients again in the gta  area while keeping  ,fri aug 14 19:10:36 +0000 2020,"toronto, ontario",<na>,0.58,0.23000000000000004,positive,"['happy', 'friday', 'guys', 'so', 'as', 'you', 'get', 'ready', 'to', 'unwind', 'from', 'a', 'busy', 'week', 'i', 'wan', 'na', 'asktell', 'your', 'pretty', 'self', 'a', 'few', 'things', 'i', 'have', 'resumed', 'taking', 'makeup', 'clients', 'again', 'in', 'the', 'gta', 'area', 'while', 'keeping']"
3763,first time ordering again when  pandemic happened from our fave chinese restaurant  we miss it  goldstone roastpork veggiesoup duckleg stickyrice  chinatown  ,fri aug 14 23:47:44 +0000 2020,"toronto, ontario",goldstone roastpork veggiesoup duckleg stickyrice,0.16666666666666666,0.125,positive,"['first', 'time', 'ordering', 'again', 'when', 'pandemic', 'happened', 'from', 'our', 'fave', 'chinese', 'restaurant', 'we', 'miss', 'it', 'goldstone', 'roastpork', 'veggiesoup', 'duckleg', 'stickyrice', 'chinatown']"
3764,for my niece sara sara has a calendar that suggests a different activity for every day of the year  we could all use a  version  and for today it was listen to vinyl so ,wed aug 12 19:30:48 +0000 2020,"toronto, ontario",niece covid,0.6,0.0,neutral,"['for', 'my', 'niece', 'sara', 'sara', 'has', 'a', 'calendar', 'that', 'suggests', 'a', 'different', 'activity', 'for', 'every', 'day', 'of', 'the', 'year', 'we', 'could', 'all', 'use', 'a', 'version', 'and', 'for', 'today', 'it', 'was', 'listen', 'to', 'vinyl', 'so']"
3765,sold in  hourswe have a great market right now  despite the challenges of buying and selling during   we are still successfulif you are thinking about buying and selling in  send me a dm ps ,thu aug 13 18:22:33 +0000 2020,"toronto, ontario",toronto,0.6428571428571428,0.5428571428571429,positive,"['sold', 'in', 'hourswe', 'have', 'a', 'great', 'market', 'right', 'now', 'despite', 'the', 'challenges', 'of', 'buying', 'and', 'selling', 'during', 'we', 'are', 'still', 'successfulif', 'you', 'are', 'thinking', 'about', 'buying', 'and', 'selling', 'in', 'send', 'me', 'a', 'dm', 'ps']"
3766,i call it cheese and traffic this is late  thanks to orontocomms cafeto program that lets restaurants put chairs and tables out into the streetslapalettequeenwest owner calls it european i ,wed aug 12 21:50:52 +0000 2020,"toronto, ontario",cafeto,0.26666666666666666,-0.033333333333333326,negative,"['i', 'call', 'it', 'cheese', 'and', 'traffic', 'this', 'is', 'late', 'thanks', 'to', 'orontocomms', 'cafeto', 'program', 'that', 'lets', 'restaurants', 'put', 'chairs', 'and', 'tables', 'out', 'into', 'the', 'streetslapalettequeenwest', 'owner', 'calls', 'it', 'european', 'i']"
3767,did you ever feel low on energy down on life especially during this quarantine self isolation pandemic time of baby blues blah blah bleh eh     try our  day challenge kit of drinking  ketones drinks a day ,thu aug 13 03:41:58 +0000 2020,"brampton, ontario",<na>,0.5296296296296297,-0.051851851851851864,negative,"['did', 'you', 'ever', 'feel', 'low', 'on', 'energy', 'down', 'on', 'life', 'especially', 'during', 'this', 'quarantine', 'self', 'isolation', 'pandemic', 'time', 'of', 'baby', 'blues', 'blah', 'blah', 'bleh', 'eh', 'try', 'our', 'day', 'challenge', 'kit', 'of', 'drinking', 'ketones', 'drinks', 'a', 'day']"
3768,the middle of a doubleheader return from  sets the compressed schedule baseballbeenberryberrygoodtome  greenwood park  artificial ice rink ,fri aug 14 01:53:35 +0000 2020,"toronto, ontario",baseballbeenberryberrygoodtome,0.5,-0.3,negative,"['the', 'middle', 'of', 'a', 'doubleheader', 'return', 'from', 'sets', 'the', 'compressed', 'schedule', 'baseballbeenberryberrygoodtome', 'greenwood', 'park', 'artificial', 'ice', 'rink']"
3769,revisiting rc harris water treatment   east york  july          ,thu aug 13 20:53:52 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['revisiting', 'rc', 'harris', 'water', 'treatment', 'east', 'york', 'july']"
3770,the banks aka lyrical king dub session today  deal is still going on the greatest price and we have kill tunes juggling tunes we have everything call  or inbox me djdreskull virgilflexx ,thu aug 13 07:47:25 +0000 2020,"toronto, ontario",<na>,1.0,1.0,positive,"['the', 'banks', 'aka', 'lyrical', 'king', 'dub', 'session', 'today', 'deal', 'is', 'still', 'going', 'on', 'the', 'greatest', 'price', 'and', 'we', 'have', 'kill', 'tunes', 'juggling', 'tunes', 'we', 'have', 'everything', 'call', 'or', 'inbox', 'me', 'djdreskull', 'virgilflexx']"
3771,fbf last weekend we had an amazing experience lazcatering morning brew breakfast all inclusivegood friends good music good food good drinks and great venue social distancing in fine stylepics to be posted ,fri aug 14 15:41:12 +0000 2020,"toronto, ontario",fbf,0.5104166666666667,0.49374999999999997,positive,"['fbf', 'last', 'weekend', 'we', 'had', 'an', 'amazing', 'experience', 'lazcatering', 'morning', 'brew', 'breakfast', 'all', 'inclusivegood', 'friends', 'good', 'music', 'good', 'food', 'good', 'drinks', 'and', 'great', 'venue', 'social', 'distancing', 'in', 'fine', 'stylepics', 'to', 'be', 'posted']"
3772,two more years where has the time gone pandemic or not i wasnt going to miss my appointment thanks to very dedicated doctors at the munkcardiacctr i was able to complete the ,thu aug 13 12:50:53 +0000 2020,"toronto, ontario",<na>,0.40499999999999997,0.3,positive,"['two', 'more', 'years', 'where', 'has', 'the', 'time', 'gone', 'pandemic', 'or', 'not', 'i', 'wasnt', 'going', 'to', 'miss', 'my', 'appointment', 'thanks', 'to', 'very', 'dedicated', 'doctors', 'at', 'the', 'munkcardiacctr', 'i', 'was', 'able', 'to', 'complete', 'the']"
3773,today is friday august  coronavirus screening at my walk in clinic appletree medical at york university campushinhhuynh hinhhuynh engineer mba athlete student entrepreneur  york ,fri aug 14 14:47:24 +0000 2020,"toronto, ontario",engineer mba athlete student entrepreneur,0.0,0.0,neutral,"['today', 'is', 'friday', 'august', 'coronavirus', 'screening', 'at', 'my', 'walk', 'in', 'clinic', 'appletree', 'medical', 'at', 'york', 'university', 'campushinhhuynh', 'hinhhuynh', 'engineer', 'mba', 'athlete', 'student', 'entrepreneur', 'york']"
3774,scooter parking only   the beaches  july            ,sat aug 15 04:57:27 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective,1.0,0.0,neutral,"['scooter', 'parking', 'only', 'the', 'beaches', 'july']"
3775,truth  mask dontlitter sucks  brampton  ,thu aug 13 23:11:02 +0000 2020,"brampton, ontario",truth covid mask dontlitter 2020sucks,0.3,-0.3,negative,"['truth', 'mask', 'dontlitter', 'sucks', 'brampton']"
3776,revisiting rc harris water treatment   east york  july          ,fri aug 14 02:46:45 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['revisiting', 'rc', 'harris', 'water', 'treatment', 'east', 'york', 'july']"
3777,houses of east york   east york  july            ,sat aug 15 09:59:09 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['houses', 'of', 'east', 'york', 'east', 'york', 'july']"
3778,what are coins again   the beaches  july            ,fri aug 14 22:18:53 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective,0.0,0.0,neutral,"['what', 'are', 'coins', 'again', 'the', 'beaches', 'july']"
3779,after five months of hibernation associated with  the large beauties were pulled out today for safety inspection and to get polished up for saturdays launch to private and limited capacity weddings  ,fri aug 14 03:26:44 +0000 2020,"brampton, ontario",<na>,0.31547619047619047,0.047619047619047616,positive,"['after', 'five', 'months', 'of', 'hibernation', 'associated', 'with', 'the', 'large', 'beauties', 'were', 'pulled', 'out', 'today', 'for', 'safety', 'inspection', 'and', 'to', 'get', 'polished', 'up', 'for', 'saturdays', 'launch', 'to', 'private', 'and', 'limited', 'capacity', 'weddings']"
3780,gta new home market jumps in june  the gta newhome market saw more activity in june following two months of historically slow sales due to the pandemic the building industry and land development association bild has  business realestate,thu aug 13 22:19:32 +0000 2020,"brampton, ontario",business realestate,0.3659090909090909,0.04227272727272726,positive,"['gta', 'new', 'home', 'market', 'jumps', 'in', 'june', 'the', 'gta', 'newhome', 'market', 'saw', 'more', 'activity', 'in', 'june', 'following', 'two', 'months', 'of', 'historically', 'slow', 'sales', 'due', 'to', 'the', 'pandemic', 'the', 'building', 'industry', 'and', 'land', 'development', 'association', 'bild', 'has', 'business', 'realestate']"
3781,seen on queen   the beaches  july             ,sat aug 15 09:41:12 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['seen', 'on', 'queen', 'the', 'beaches', 'july']"
3782,had the opportunity to sit down and talk to fellow former ryerson ram mtallt and others members of the basketball community about how their game plans have changed due to the pandemic stay tuned for the full ,fri aug 14 18:27:14 +0000 2020,"toronto, ontario",<na>,0.3227777777777778,-0.06611111111111112,negative,"['had', 'the', 'opportunity', 'to', 'sit', 'down', 'and', 'talk', 'to', 'fellow', 'former', 'ryerson', 'ram', 'mtallt', 'and', 'others', 'members', 'of', 'the', 'basketball', 'community', 'about', 'how', 'their', 'game', 'plans', 'have', 'changed', 'due', 'to', 'the', 'pandemic', 'stay', 'tuned', 'for', 'the', 'full']"
3783,revisiting rc harris water treatment   east york  july          ,fri aug 14 13:58:12 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['revisiting', 'rc', 'harris', 'water', 'treatment', 'east', 'york', 'july']"
3784,double troubledecepticons angrybirdstransformers lockdown and galvatron times  angrybirds transformers doubletrouble twins iosgames    ,fri aug 14 22:05:11 +0000 2020,"toronto, ontario",decepticons angrybirdstransformers lockdown galvatron angrybirds transformers doubletrouble twins iosgames,0.0,0.0,neutral,"['double', 'troubledecepticons', 'angrybirdstransformers', 'lockdown', 'and', 'galvatron', 'times', 'angrybirds', 'transformers', 'doubletrouble', 'twins', 'iosgames']"
3785,hello everyone ive been busy these last couple of months working on commissions and really just staying busy with liferecently i had a friend quarantine at my house that i grew up with and after the two weeks ,thu aug 13 23:28:06 +0000 2020,"toronto, ontario",<na>,0.21666666666666667,0.1,positive,"['hello', 'everyone', 'ive', 'been', 'busy', 'these', 'last', 'couple', 'of', 'months', 'working', 'on', 'commissions', 'and', 'really', 'just', 'staying', 'busy', 'with', 'liferecently', 'i', 'had', 'a', 'friend', 'quarantine', 'at', 'my', 'house', 'that', 'i', 'grew', 'up', 'with', 'and', 'after', 'the', 'two', 'weeks']"
3786,queen st east   the beaches  july             ,fri aug 14 22:18:11 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['queen', 'st', 'east', 'the', 'beaches', 'july']"
3787,houses of east york   east york  july            ,sat aug 15 10:01:32 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['houses', 'of', 'east', 'york', 'east', 'york', 'july']"
3788,revisiting rc harris water treatment   east york  july          ,fri aug 14 13:57:39 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['revisiting', 'rc', 'harris', 'water', 'treatment', 'east', 'york', 'july']"
3789,lets get to work  fall is nearly here and were busy working on what comes next for our travel and lifestyle clients  creates challenges but it has also lit a fire in us creatively  how about you has ,thu aug 13 14:03:32 +0000 2020,"oakville, ontario",<na>,0.425,0.175,positive,"['lets', 'get', 'to', 'work', 'fall', 'is', 'nearly', 'here', 'and', 'were', 'busy', 'working', 'on', 'what', 'comes', 'next', 'for', 'our', 'travel', 'and', 'lifestyle', 'clients', 'creates', 'challenges', 'but', 'it', 'has', 'also', 'lit', 'a', 'fire', 'in', 'us', 'creatively', 'how', 'about', 'you', 'has']"
3790,revisiting rc harris water treatment   east york  july          ,fri aug 14 13:55:37 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['revisiting', 'rc', 'harris', 'water', 'treatment', 'east', 'york', 'july']"
3791,my newest socially distant fan pic thank you for the great picture  crackilton crackiltonomt squeegeekid carnystories hamont hamarts selfpublish setomas stayhome  sociallydistantfanpics fanpics ,thu aug 13 15:11:43 +0000 2020,"mississauga, ontario",crackilton crackiltonomt squeegeekid carnystories hamont hamarts selfpublish setomas stayhome covid19 sociallydistantfanpics fanpics,0.55,0.35000000000000003,positive,"['my', 'newest', 'socially', 'distant', 'fan', 'pic', 'thank', 'you', 'for', 'the', 'great', 'picture', 'crackilton', 'crackiltonomt', 'squeegeekid', 'carnystories', 'hamont', 'hamarts', 'selfpublish', 'setomas', 'stayhome', 'sociallydistantfanpics', 'fanpics']"
3792,happybirthday mybrother stillmissyoueveryday   happy birthday it is quite chaotic these days due to  i am sure it is still peaceful where you are celebrate your ,sat aug 15 04:30:15 +0000 2020,"richmond hill, ontario",happybirthday mybrother stillmissyoueveryday 생일축하해 우리형 아직도많이보고싶네 우리이런날도많았는데,0.6909722222222222,0.35625,positive,"['happybirthday', 'mybrother', 'stillmissyoueveryday', 'happy', 'birthday', 'it', 'is', 'quite', 'chaotic', 'these', 'days', 'due', 'to', 'i', 'am', 'sure', 'it', 'is', 'still', 'peaceful', 'where', 'you', 'are', 'celebrate', 'your']"
3793,cycle workout side streets   the beaches  july            ,sat aug 15 09:39:39 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective,0.0,0.0,neutral,"['cycle', 'workout', 'side', 'streets', 'the', 'beaches', 'july']"
3794,gym workinprogress workingout goodlife torontolife greektowntoronto bff pandemic daybyday peaceandlove  goodlife fitness danforth and pape ,thu aug 13 16:31:11 +0000 2020,"toronto, ontario",gym workinprogress workingout goodlife torontolife greektowntoronto bff pandemic daybyday peaceandlove,0.0,0.0,neutral,"['gym', 'workinprogress', 'workingout', 'goodlife', 'torontolife', 'greektowntoronto', 'bff', 'pandemic', 'daybyday', 'peaceandlove', 'goodlife', 'fitness', 'danforth', 'and', 'pape']"
3795,we are so proud of this projectbrighter days ahead purpose during a pandemic thanks hhjf repost elpinghandsja      your support breaks the barriers to educationthe kids of st ,fri aug 14 15:22:38 +0000 2020,"toronto, ontario",repost,0.6,0.5,positive,"['we', 'are', 'so', 'proud', 'of', 'this', 'projectbrighter', 'days', 'ahead', 'purpose', 'during', 'a', 'pandemic', 'thanks', 'hhjf', 'repost', 'elpinghandsja', 'your', 'support', 'breaks', 'the', 'barriers', 'to', 'educationthe', 'kids', 'of', 'st']"
3796,seen on queen   the beaches  july             ,sat aug 15 05:03:15 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['seen', 'on', 'queen', 'the', 'beaches', 'july']"
3797,ruiserssports is holding their st annual golf tournament in september   can change things but it wont stop us  golfers and prize donorssponsors are needed  please consider donating or coming out to ,thu aug 13 00:00:36 +0000 2020,"caledon, ontario",<na>,0.0,0.0,neutral,"['ruiserssports', 'is', 'holding', 'their', 'st', 'annual', 'golf', 'tournament', 'in', 'september', 'can', 'change', 'things', 'but', 'it', 'wont', 'stop', 'us', 'golfers', 'and', 'prize', 'donorssponsors', 'are', 'needed', 'please', 'consider', 'donating', 'or', 'coming', 'out', 'to']"
3798,such a nice sight after a long spring of  mortgage mortgageagentperfectplace realestaterealtor toronto whitby brooklinbrooklinrealestatesupportyourlocalcelebrate lifeisgoodluxury travel ,thu aug 13 21:03:06 +0000 2020,"whitby, ontario",covid mortgage mortgageagent perfectplace realestate realtor toronto whitby brooklin brooklinrealestate supportyourlocal celebrate lifeisgood luxury travel,0.6333333333333333,0.18333333333333332,positive,"['such', 'a', 'nice', 'sight', 'after', 'a', 'long', 'spring', 'of', 'mortgage', 'mortgageagentperfectplace', 'realestaterealtor', 'toronto', 'whitby', 'brooklinbrooklinrealestatesupportyourlocalcelebrate', 'lifeisgoodluxury', 'travel']"
3799,big or smallidatosello them alljust listedgorgeous  bedroom  full bath on nd floor main floor den perfect to work from home  over  sq ft situated on private  x  lot solar panel contract ,thu aug 13 22:44:13 +0000 2020,"newmarket, ontario",<na>,0.4716666666666667,0.30333333333333334,positive,"['big', 'or', 'smallidatosello', 'them', 'alljust', 'listedgorgeous', 'bedroom', 'full', 'bath', 'on', 'nd', 'floor', 'main', 'floor', 'den', 'perfect', 'to', 'work', 'from', 'home', 'over', 'sq', 'ft', 'situated', 'on', 'private', 'x', 'lot', 'solar', 'panel', 'contract']"
3800,the new normal boxed snack in klm business class while we adjust to the current pandemic airlines are not doing the same kind of service this is klm version of a snack    ,thu aug 13 19:25:06 +0000 2020,"toronto, ontario",<na>,0.5059090909090909,0.17727272727272728,positive,"['the', 'new', 'normal', 'boxed', 'snack', 'in', 'klm', 'business', 'class', 'while', 'we', 'adjust', 'to', 'the', 'current', 'pandemic', 'airlines', 'are', 'not', 'doing', 'the', 'same', 'kind', 'of', 'service', 'this', 'is', 'klm', 'version', 'of', 'a', 'snack']"
3801,cables ordered in may arrived for my birthday  i like things that glow in the dark synthcablesupplyco patch cables glowinthedark  solar glow  the junction ,thu aug 13 17:06:39 +0000 2020,"toronto, ontario",patch cables glowinthedark covid19 solar glow,0.4,-0.15,negative,"['cables', 'ordered', 'in', 'may', 'arrived', 'for', 'my', 'birthday', 'i', 'like', 'things', 'that', 'glow', 'in', 'the', 'dark', 'synthcablesupplyco', 'patch', 'cables', 'glowinthedark', 'solar', 'glow', 'the', 'junction']"
3802,we await discovery    danforth  july            ,thu aug 13 02:56:50 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['we', 'await', 'discovery', 'danforth', 'july']"
3803,when you have a daughter like mine ehn you have to constantly reinforce you weightloss plans woke up to this in my kitchen this morning this lockdown situation has turned her into a vam where she manifests ,thu aug 13 13:00:53 +0000 2020,"milton, ontario",vam,0.3333333333333333,0.0,neutral,"['when', 'you', 'have', 'a', 'daughter', 'like', 'mine', 'ehn', 'you', 'have', 'to', 'constantly', 'reinforce', 'you', 'weightloss', 'plans', 'woke', 'up', 'to', 'this', 'in', 'my', 'kitchen', 'this', 'morning', 'this', 'lockdown', 'situation', 'has', 'turned', 'her', 'into', 'a', 'vam', 'where', 'she', 'manifests']"
3804,a champion generator for a champion lover video shoot losers musicvideo  toronto yyz    ,fri aug 14 17:22:12 +0000 2020,"toronto, ontario",losers musicvideo covid19 toronto yyz,0.2,-0.2,negative,"['a', 'champion', 'generator', 'for', 'a', 'champion', 'lover', 'video', 'shoot', 'losers', 'musicvideo', 'toronto', 'yyz']"
3805,our first  team lunch since march you wont believe the squeals we all had seeing one another again just missing stickney we all so needed this  teamwork team  life  gametime social ,thu aug 13 16:43:25 +0000 2020,"burlington, ontario",teamwork team covid19 covidlife,0.15,0.027777777777777773,positive,"['our', 'first', 'team', 'lunch', 'since', 'march', 'you', 'wont', 'believe', 'the', 'squeals', 'we', 'all', 'had', 'seeing', 'one', 'another', 'again', 'just', 'missing', 'stickney', 'we', 'all', 'so', 'needed', 'this', 'teamwork', 'team', 'life', 'gametime', 'social']"
3806,officianttip ten tips when picking parks to elope in  dont rely on google maps street view to make your choice due to  many parks have tent cities with people trying to stay out of the shelters so ,thu aug 13 11:54:16 +0000 2020,"toronto, ontario",officianttip,0.2916666666666667,0.125,positive,"['officianttip', 'ten', 'tips', 'when', 'picking', 'parks', 'to', 'elope', 'in', 'dont', 'rely', 'on', 'google', 'maps', 'street', 'view', 'to', 'make', 'your', 'choice', 'due', 'to', 'many', 'parks', 'have', 'tent', 'cities', 'with', 'people', 'trying', 'to', 'stay', 'out', 'of', 'the', 'shelters', 'so']"
